,invoice_no,invoice_amount
23117,536014,740.86
23118,536016,1251.63
23125,536024,1104.0
23131,536030,1108.82
23132,536031,6381.4
23134,536035,725.2
23135,536036,1241.65
23148,536049,1385.3
23157,536058,902.35
23158,536059,683.6
23163,536066,816.3299999999999
23164,536067,1441.0
23168,536074,917.34
23177,536156,9953.6
23182,536162,2945.38
23188,536180,1276.8
23191,536183,2295.92
23206,536205,869.1800000000001
23224,536239,1134.0
23226,536241,849.75
23233,536251,939.42
23250,536324,4881.15
23257,536353,1115.32
23262,536358,960.14
23267,536363,1582.07
23274,536370,1711.72
23278,536374,700.8
23280,536376,657.6
23282,536378,889.96
23284,536381,899.96
23285,536382,861.2
23286,536384,979.2
23288,536386,1016.4000000000001
23289,536387,6387.84
23291,536389,716.5
23292,536390,3651.48
23293,536392,636.28
23295,536394,2049.36
23296,536395,1015.76
23297,536396,752.72
23299,536398,853.12
23302,536401,708.46
23303,536402,714.0
23305,536404,942.6
23306,536405,652.8
23307,536406,706.28
23309,536408,1566.22
23311,536412,1028.82
23313,536415,781.58
23316,536423,607.8
23317,536425,724.9
23318,536437,1684.24
23319,536446,881.78
23324,536477,4949.4800000000005
23330,536520,626.98
23336,536526,602.48
23338,536528,627.86
23341,536531,1900.18
23342,536532,3838.2799999999997
23347,536537,739.0
23349,536539,975.5
23350,536540,1080.76
23352,536542,1574.8
23353,536544,11042.28
23365,536557,1074.76
23368,536560,1598.8
23369,536561,644.8000000000001
23370,536562,617.3000000000001
23377,536569,715.9
23378,536570,608.6800000000001
23380,536572,884.6999999999999
23383,536575,3105.96
23384,536576,5116.84
23385,536577,994.0
23387,536579,631.9200000000001
23389,536581,660.0
23390,536582,608.08
23392,536584,2265.6000000000004
23394,536586,688.4
23395,536587,623.62
23400,536592,13831.3
23403,536595,698.3
23407,536599,612.8
23414,536607,607.94
23424,536617,2190.24
23425,536618,1560.24
23427,536620,970.5
23428,536621,700.12
23429,536623,1536.76
23430,536624,1221.28
23432,536627,612.4
23437,536632,625.6
23440,536635,1144.76
23443,536638,2113.26
23448,536663,598.8000000000001
23449,536667,725.0
23453,536673,679.68
23457,536685,760.92
23459,536690,662.52
23461,536698,652.0
23463,536732,709.08
23464,536733,659.3000000000001
23466,536736,1649.76
23473,536744,759.5
23474,536745,683.8
23478,536749,706.38
23479,536750,869.6
23481,536752,781.32
23486,536759,622.5
23488,536762,615.36
23489,536763,905.04
23492,536769,1336.8
23499,536782,1035.9
23500,536783,8152.96
23501,536784,4341.8
23502,536785,5461.92
23503,536786,648.0
23507,536790,1064.02
23511,536794,645.6
23512,536795,667.44
23513,536796,751.3
23515,536798,1434.3200000000002
23521,536804,3428.5
23522,536805,813.12
23525,536809,2006.4
23526,536810,607.92
23527,536811,1055.7
23529,536819,616.5600000000001
23532,536824,816.0
23533,536830,4004.8
23534,536831,1138.8
23536,536833,876.2
23540,536837,617.36
23542,536839,1247.46
23544,536841,786.84
23549,536846,826.2
23551,536848,1068.0
23552,536849,795.0
23553,536851,2736.8
23555,536856,1509.74
23557,536858,606.8
23560,536861,607.0
23561,536862,2668.26
23563,536864,1273.3600000000001
23564,536865,4793.92
23567,536876,14514.16
23570,536885,1098.0
23571,536890,644.4
23573,536938,3361.76
23577,536944,1240.0
23578,536945,619.08
23579,536946,1683.88
23580,536947,1372.8
23581,536954,850.0
23582,536956,609.9000000000001
23583,536957,1583.4
23586,536968,1068.0
23587,536969,1056.0
23588,536970,2628.0
23591,536973,1472.56
23592,536974,672.48
23593,536975,3411.3
23596,536980,1182.94
23598,536982,21323.38
23600,536984,679.08
23601,536985,668.6
23638,537022,855.6
23641,537026,692.2
23648,537034,4710.360000000001
23652,537038,1071.5
23653,537040,1468.7999999999997
23656,537044,862.9
23659,537047,653.2
23662,537050,1111.68
23663,537051,701.36
23664,537052,1104.48
23669,537058,702.86
23671,537065,3053.84
23674,537081,2290.12
23675,537086,876.0
23679,537126,951.72
23680,537127,816.0
23682,537129,602.24
23684,537131,1094.2
23687,537135,1444.72
23689,537137,1071.2
23693,537141,1035.3
23695,537144,686.5600000000001
23696,537153,1247.5
23697,537154,2042.9
23703,537163,769.4399999999999
23705,537179,1612.56
23707,537193,921.2
23709,537195,1301.28
23710,537196,822.84
23715,537201,3262.6
23721,537208,595.84
23724,537211,711.5
23725,537212,946.78
23727,537214,3336.4
23728,537215,717.1199999999999
23729,537216,1139.0
23731,537218,640.16
23732,537219,847.04
23737,537224,2831.94
23738,537225,992.96
23740,537227,1844.8000000000002
23744,537231,617.6
23745,537233,706.0
23746,537235,5135.280000000001
23747,537236,751.3800000000001
23748,537237,14670.9
23751,537240,15320.96
23752,537241,729.84
23753,537242,824.44
23755,537244,601.32
23763,537253,702.94
23764,537254,765.38
23765,537255,607.0
23766,537256,4527.6
23769,537262,1223.02
23773,537312,622.48
23775,537332,645.6
23776,537334,861.46
23778,537346,1346.74
23779,537350,838.12
23785,537362,785.24
23788,537365,899.9000000000001
23789,537366,616.1
23791,537368,755.0
23793,537370,759.4
23796,537374,763.28
23797,537375,717.64
23798,537376,961.36
23800,537378,1568.3
23802,537381,1023.12
23803,537382,750.94
23808,537388,783.0
23811,537391,1109.32
23813,537393,4830.08
23818,537399,855.48
23819,537400,845.62
23823,537405,813.38
23825,537409,812.32
23831,537419,1021.9
23832,537420,670.6
23840,537428,901.84
23844,537433,835.24
23845,537434,16446.8
23852,537441,1080.0
23854,537446,1138.06
23864,537456,3978.48
23865,537457,3289.88
23868,537460,652.8
23869,537461,1020.0
23871,537463,2067.04
23872,537464,1236.14
23873,537465,909.2
23876,537468,830.9200000000001
23881,537476,1915.0
23882,537484,3660.04
23883,537489,1023.5999999999999
23884,537509,1065.6000000000001
23886,537534,1849.18
23887,537538,623.3
23889,537592,654.8000000000001
23890,537593,1142.0
23891,537594,1193.6
23893,537598,638.0
23896,537603,746.98
23897,537604,2763.84
23899,537606,1263.3
23901,537608,888.84
23902,537609,1234.24
23903,537612,644.6
23904,537614,645.6
23908,537618,4044.32
23913,537623,767.86
23914,537624,613.6800000000001
23916,537626,1423.58
23917,537627,1427.76
23918,537628,757.5
23919,537629,713.74
23921,537632,27082.6
23927,537638,12587.72
23929,537640,23080.68
23930,537641,2480.38
23931,537642,4329.02
23932,537643,4833.18
23933,537645,4896.58
23934,537646,813.2
23935,537648,805.22
23941,537657,19278.24
23942,537658,791.52
23943,537659,31770.98
23946,537666,10116.08
23947,537667,652.8
23950,537670,1028.78
23951,537671,656.9
23952,537672,656.02
23953,537673,1045.4
23954,537674,638.36
23957,537678,713.82
23960,537681,608.4
23962,537683,730.8
23966,537688,1404.2
23967,537689,603.04
23968,537690,658.72
23969,537691,621.14
23970,537692,1342.42
23973,537698,937.36
23974,537700,618.0
23975,537707,607.72
23980,537755,822.88
23981,537757,628.2
23984,537760,615.64
23986,537762,1138.8
23989,537766,1303.2
23990,537767,700.8
23994,537771,901.84
23995,537772,632.92
23996,537773,764.54
23998,537775,1820.28
24000,537781,1027.2
24001,537789,1246.8400000000001
24004,537793,5493.5
24005,537794,828.86
24006,537795,625.8000000000001
24007,537796,810.32
24010,537801,806.5
24011,537802,1385.88
24014,537806,745.9399999999999
24019,537813,752.6000000000001
24020,537815,601.4
24023,537818,2298.58
24024,537819,795.2
24025,537822,1133.9
24026,537823,12147.42
24030,537828,957.78
24031,537829,1051.6
24034,537833,1180.0
24036,537837,627.44
24038,537840,610.9
24039,537841,640.0
24048,537850,637.68
24049,537851,712.8
24050,537852,5342.54
24054,537859,1341.1
24058,537864,673.88
24060,537866,1352.2
24061,537867,614.5
24062,537868,3735.96
24073,537880,731.6
24074,537881,1913.0
24077,537884,1051.86
24080,537887,2971.44
24081,537888,1048.7
24082,537889,1340.96
24086,537894,929.22
24087,537895,858.48
24090,537898,728.8
24091,537899,7588.799999999999
24092,537900,765.32
24093,537901,618.8
24095,537955,743.4
24096,537963,616.5600000000001
24098,537981,2670.4
24103,538002,727.06
24104,538003,2563.0
24106,538005,1665.6
24109,538008,1698.4
24110,538009,1891.1
24115,538014,1313.4
24118,538035,744.18
24123,538040,651.52
24135,538053,3142.64
24139,538057,633.64
24143,538063,3828.4800000000005
24145,538065,857.2
24147,538068,601.8399999999999
24148,538069,829.76
24150,538071,14537.3
24155,538077,1372.3
24156,538078,748.5
24157,538079,788.36
24159,538086,757.0600000000001
24163,538093,1478.1
24167,538097,630.0
24174,538116,1370.0
24197,538145,766.14
24198,538146,804.64
24200,538148,4430.54
24201,538149,4892.32
24202,538151,883.2
24203,538153,6183.64
24206,538156,1240.7
24216,538167,597.9
24217,538168,637.4
24219,538170,635.1800000000001
24220,538171,601.28
24223,538174,1982.41
24226,538177,6272.01
24232,538183,651.83
24239,538191,5375.28
24244,538196,1071.9
24246,538198,919.8
24268,538255,1156.05
24272,538279,686.16
24273,538280,612.1
24284,538313,1136.3200000000002
24289,538346,756.45
24292,538349,6602.3099999999995
24293,538351,12633.67
24295,538353,3762.66
24296,538354,2157.64
24298,538356,966.62
24307,538367,664.01
24316,538397,3590.59
24335,538507,767.37
24336,538508,863.39
24342,538514,835.95
24343,538515,1393.56
24346,538518,1050.35
24352,538524,5344.98
24353,538525,881.01
24354,538526,1206.72
24357,538529,777.5600000000001
24367,538566,4909.89
24376,538625,1121.92
24377,538626,767.6
24380,538630,1167.41
24381,538631,689.04
24385,538636,676.54
24390,538641,1485.78
24394,538648,760.32
24398,538653,1247.64
24405,538660,1228.4
24407,538662,1822.88
24409,538664,1695.1200000000001
24420,538687,650.1
24439,538783,976.7
24444,538799,706.25
24448,538808,632.52
24451,538811,710.0
24457,538826,1590.82
24458,538827,2594.7599999999998
24469,538844,1194.52
24472,538848,1188.0
24473,538849,875.18
24482,538858,951.24
24483,538859,658.2
24490,538866,647.99
24492,538868,824.02
24499,538877,12681.58
24502,538880,638.74
24503,538881,718.3499999999999
24504,538883,1308.63
24525,538917,684.26
24530,538945,1761.26
24534,538991,3240.4
24538,538995,1185.8600000000001
24540,538998,2605.88
24541,538999,1181.0
24553,539012,1305.6
24561,539030,755.3000000000001
24567,539039,1256.32
24572,539044,1536.85
24577,539049,1048.64
24598,539087,1168.2
24599,539088,1827.91
24609,539101,6930.0
24610,539102,1431.6
24611,539103,933.3199999999999
24613,539106,920.52
24616,539109,1491.0
24623,539144,889.32
24627,539196,750.64
24641,539225,1491.46
24643,539240,843.78
24651,539250,1085.46
24656,539257,1722.9
24690,539307,2054.92
24701,539318,892.8
24703,539320,707.0600000000001
24719,539337,670.38
24720,539338,2646.2999999999997
24726,539395,1484.25
24729,539401,792.99
24732,539405,919.04
24747,539421,753.74
24750,539434,4700.4
24752,539436,4390.32
24753,539437,5946.49
24758,539443,668.88
24759,539444,1241.43
24761,539446,858.0
24765,539451,4537.15
24766,539452,741.22
24767,539453,5022.16
24779,539465,2062.44
24781,539468,663.8000000000001
24796,539484,947.1899999999999
24799,539488,1001.52
24803,539492,2529.81
24815,539564,756.12
24820,539578,1440.0
24828,539586,962.24
24829,539587,754.16
24831,539590,832.0799999999999
24834,539593,776.95
24836,539595,2094.9
24839,539607,1084.59
24845,539630,751.0
24846,539631,2104.0
24849,539635,728.0400000000001
24850,539636,631.96
24864,539653,658.38
24865,539654,1689.12
24868,539659,842.9
24878,539708,1121.38
24884,539718,1261.19
24887,539722,762.3000000000001
24892,539728,1141.24
24895,539731,8520.92
24899,539735,596.34
24900,539736,1172.46
24901,539737,1805.29
24902,539738,1736.26
24903,539739,1077.8
24904,539740,1041.32
24914,539750,18745.86
24923,539761,662.9
24928,539826,615.6
24936,539840,600.72
24937,539856,1298.4
24938,539858,610.8
24951,539955,961.23
24952,539957,1262.85
24953,539958,5262.0599999999995
24960,539985,968.77
24996,540023,794.66
24999,540026,3900.62
25005,540033,871.48
25010,540073,644.13
25016,540099,733.92
25023,540120,969.36
25025,540122,1179.6
25026,540126,1209.1
25033,540154,1854.3899999999999
25034,540157,1145.33
25036,540160,2574.48
25039,540163,958.93
25040,540166,660.0
25048,540175,1910.4
25049,540176,3862.14
25055,540183,1220.4
25059,540187,653.86
25063,540239,835.11
25068,540247,1048.85
25073,540253,1263.72
25074,540255,1331.8
25077,540258,682.8
25079,540260,771.29
25080,540261,730.88
25085,540267,7011.38
25086,540268,1489.18
25091,540275,1520.1100000000001
25092,540276,1520.11
25093,540277,3120.2200000000003
25097,540288,785.65
25099,540345,621.9
25101,540349,660.15
25104,540352,2094.11
25106,540354,623.6800000000001
25107,540355,3401.94
25109,540357,1374.46
25120,540372,3527.64
25127,540396,969.24
25130,540401,797.5999999999999
25136,540408,637.5
25142,540414,603.09
25145,540418,2688.72
25150,540455,730.16
25153,540458,2169.39
25159,540464,1429.9
25163,540468,2311.53
25164,540469,1138.67
25165,540471,688.45
25167,540473,716.11
25172,540478,2970.0
25174,540480,816.25
25185,540501,753.26
25186,540502,625.04
25190,540507,1933.2
25207,540524,660.36
25227,540546,686.48
25231,540550,1715.85
25232,540551,4731.639999999999
25247,540568,646.54
25258,540642,1238.06
25259,540644,827.1800000000001
25261,540646,2312.89
25262,540647,1248.32
25263,540648,969.87
25271,540672,780.42
25280,540681,1787.82
25287,540689,12797.52
25289,540691,1508.6599999999999
25296,540698,4314.0199999999995
25299,540701,602.44
25306,540768,670.8000000000001
25313,540785,3417.1200000000003
25314,540789,871.1999999999999
25318,540798,727.36
25321,540801,1147.1799999999998
25326,540815,15160.900000000001
25329,540818,7837.5
25331,540821,3195.7799999999997
25340,540832,5032.29
25342,540834,1578.31
25350,540848,3808.77
25354,540856,812.25
25362,540907,1358.29
25363,540908,721.9200000000001
25370,540947,747.06
25371,540951,676.5999999999999
25376,540968,770.75
25378,540971,651.16
25383,540976,919.98
25384,540977,3716.17
25390,540983,1289.5
25399,540994,704.59
25400,540995,2700.92
25404,540999,1431.28
25420,541021,898.5
25425,541088,692.82
25427,541093,753.4499999999999
25429,541103,596.0600000000001
25430,541104,2751.16
25431,541105,660.0
25441,541115,1608.66
25444,541120,864.22
25454,541130,739.97
25455,541131,629.41
25458,541134,643.6
25462,541138,700.31
25471,541206,10389.06
25476,541215,1547.58
25480,541219,3134.2799999999997
25481,541220,16774.72
25482,541221,1883.57
25498,541247,810.0
25511,541263,759.0600000000001
25514,541266,969.95
25515,541267,613.22
25517,541269,1096.0
25527,541279,635.8
25528,541280,1199.33
25530,541282,895.5
25532,541285,805.45
25534,541287,751.5999999999999
25550,541405,732.14
25555,541410,1207.13
25562,541421,4106.84
25563,541422,2555.13
25564,541423,3237.88
25565,541424,2829.87
25571,541430,2271.62
25572,541431,77183.6
25580,541479,707.88
25589,541488,780.5
25592,541491,681.05
25593,541493,1933.95
25597,541497,2418.2599999999998
25603,541508,615.18
25608,541516,1868.1299999999999
25610,541518,2919.5099999999998
25616,541524,594.7
25619,541552,740.39
25622,541566,833.44
25623,541567,752.75
25625,541569,685.12
25626,541570,7722.04
25637,541592,3882.43
25641,541596,767.0500000000001
25655,541631,1516.68
25666,541670,2756.84
25675,541680,1652.27
25679,541684,1761.18
25685,541695,3323.19
25686,541696,2619.14
25696,541711,8060.3
25699,541756,661.58
25701,541783,728.16
25702,541784,717.02
25705,541789,7544.91
25719,541809,2007.44
25721,541811,672.86
25724,541814,748.94
25726,541816,614.38
25727,541827,3388.21
25728,541830,1767.85
25733,541838,847.85
25738,541843,1045.4
25756,541864,2375.42
25760,541869,883.8299999999999
25761,541870,733.53
25762,541871,842.66
25765,541874,970.6
25769,541878,653.95
25774,541883,904.66
25780,541932,2661.24
25789,541965,1716.62
25793,541969,1363.66
25794,541970,1285.62
25795,541971,865.63
25799,541975,2439.76
25817,541993,604.37
25822,541999,1569.03
25823,542000,620.14
25824,542001,723.6
25825,542002,621.6
25826,542003,1368.38
25837,542080,1012.01
25840,542084,1081.3
25849,542102,2053.07
25850,542103,800.19
25852,542106,1116.9
25853,542107,846.72
25855,542109,1816.6299999999999
25858,542112,632.18
25861,542115,920.9
25863,542122,636.94
25884,542147,683.9300000000001
25894,542192,1031.83
25896,542208,944.34
25900,542215,825.36
25901,542216,802.56
25903,542219,594.04
25915,542231,1136.58
25916,542233,648.8
25929,542252,709.89
25932,542255,1718.73
25938,542269,675.58
25939,542272,736.7
25941,542275,702.4
25942,542276,1693.88
25946,542303,1715.85
25948,542344,1563.96
25969,542373,1866.02
25989,542397,1308.48
25990,542398,692.3000000000001
25991,542399,942.1
26007,542423,1131.0
26009,542428,2938.7599999999998
26017,542503,622.62
26020,542506,743.9
26031,542517,1521.1
26046,542536,1264.34
26048,542541,1551.56
26093,542586,626.6
26119,542617,709.51
26124,542622,1321.39
26126,542624,677.4300000000001
26127,542625,701.71
26131,542629,3174.4300000000003
26135,542633,661.42
26144,542662,609.01
26145,542664,1460.33
26150,542691,631.36
26154,542708,662.38
26159,542713,1009.8
26185,542777,797.77
26188,542780,698.6
26192,542785,1025.34
26195,542789,4446.88
26198,542794,669.46
26203,542806,846.69
26213,542864,969.74
26232,542890,1003.23
26233,542891,2489.11
26248,542906,1757.1
26251,542909,734.4000000000001
26255,542919,762.0
26256,542920,765.0
26267,542932,1341.96
26268,542933,1063.0
26269,542934,991.98
26277,542994,675.0
26283,543000,1047.17
26295,543013,1340.77
26304,543022,654.96
26320,543040,1026.72
26326,543047,1866.3000000000002
26332,543055,617.25
26333,543056,947.4
26334,543057,989.52
26338,543097,1295.83
26340,543099,6549.12
26346,543114,788.06
26348,543116,1177.8400000000001
26355,543124,610.16
26371,543166,655.55
26373,543168,693.48
26376,543171,893.25
26377,543172,614.84
26384,543180,625.3299999999999
26386,543182,1747.83
26391,543188,1236.73
26395,543192,1987.62
26396,543193,947.65
26402,543200,629.56
26403,543201,687.72
26406,543232,755.05
26408,543237,2461.98
26416,543248,791.52
26444,543276,974.62
26445,543277,751.2
26454,543286,972.72
26455,543287,620.37
26461,543300,1660.44
26469,543345,1229.32
26475,543354,818.86
26478,543358,1294.78
26482,543370,1838.9099999999999
26489,543378,4379.76
26490,543379,6155.719999999999
26496,543387,1306.28
26500,543392,602.72
26502,543394,1495.2
26507,543399,1211.45
26513,543447,802.65
26514,543448,2347.39
26517,543451,605.97
26523,543457,603.4399999999999
26529,543463,694.27
26532,543467,1644.26
26534,543470,1053.79
26541,543478,849.04
26553,543518,5735.24
26554,543519,691.36
26560,543530,1275.78
26561,543532,937.55
26562,543533,1001.27
26564,543535,630.7
26570,543541,762.11
26575,543546,1459.9
26578,543549,1045.44
26583,543555,1592.61
26587,543588,1127.52
26592,543593,597.3
26593,543594,852.9200000000001
26596,543597,801.6
26611,543629,697.9499999999999
26621,543649,610.2
26622,543650,790.8
26631,543660,1239.43
26634,543669,2256.0
26638,543674,1252.2
26643,543713,2053.0
26645,543731,612.25
26646,543732,951.01
26650,543736,610.5500000000001
26651,543737,2355.9500000000003
26664,543774,1078.9
26674,543800,741.85
26687,543814,981.9
26691,543821,928.05
26696,543826,1434.66
26698,543828,2024.57
26699,543829,3376.08
26700,543831,3257.4
26705,543842,1119.3600000000001
26706,543852,1165.96
26707,543899,1096.14
26708,543900,642.29
26712,543909,1101.82
26714,543911,889.24
26727,543935,901.6
26730,543976,1380.4
26731,543977,710.31
26738,543985,873.79
26742,543989,14022.92
26744,543991,615.0
26746,543994,1696.4
26747,543995,793.5
26751,544035,821.1
26753,544037,920.33
26760,544045,1023.84
26769,544062,784.74
26780,544073,1784.71
26781,544074,856.26
26782,544075,3506.2400000000002
26787,544081,855.9999999999999
26795,544089,1195.56
26803,544097,1683.9
26804,544098,1129.3500000000001
26811,544106,698.26
26813,544108,779.1
26816,544111,891.35
26818,544115,919.66
26832,544159,621.69
26833,544160,826.53
26837,544164,601.94
26845,544177,1853.52
26851,544183,786.8399999999999
26853,544186,1449.88
26857,544191,772.8000000000001
26859,544193,640.1
26860,544194,597.58
26867,544201,680.82
26871,544205,746.49
26872,544206,627.56
26873,544207,634.67
26878,544214,3055.62
26881,544278,1019.42
26884,544282,655.28
26885,544283,1131.46
26886,544286,1257.8700000000001
26890,544295,1097.58
26893,544298,790.86
26903,544309,928.58
26909,544316,640.14
26915,544323,1429.07
26930,544339,904.85
26942,544351,825.0
26946,544355,968.3
26948,544368,623.78
26951,544392,2807.31
26958,544400,1092.43
26964,544409,799.38
26974,544434,1736.06
26977,544440,645.56
26986,544450,1271.55
26993,544459,752.14
26995,544461,893.16
27002,544468,910.78
27004,544470,603.42
27013,544479,11956.1
27014,544480,6323.38
27016,544482,659.28
27018,544484,1159.47
27020,544495,973.6500000000001
27024,544568,773.66
27025,544569,732.36
27026,544571,834.22
27028,544573,892.95
27034,544586,1117.8
27040,544598,981.51
27041,544599,1579.58
27045,544603,634.2
27052,544612,3202.9199999999996
27061,544645,1240.4
27067,544651,1972.7
27071,544657,2346.34
27078,544664,664.45
27080,544667,3336.7599999999998
27083,544672,3211.7
27084,544673,825.04
27090,544681,1537.91
27091,544684,1799.96
27092,544685,666.89
27097,544690,1480.2
27098,544691,723.63
27099,544692,622.88
27107,544701,618.89
27110,544717,649.02
27119,544771,598.96
27123,544776,2695.09
27124,544777,726.83
27129,544790,757.68
27131,544792,1329.36
27149,544810,635.41
27151,544812,1806.73
27161,544823,900.02
27162,544824,2639.38
27166,544833,769.24
27172,544839,596.79
27180,544893,596.24
27193,544909,1991.26
27202,544918,836.24
27204,544920,736.95
27212,544928,1336.1
27215,544931,1340.32
27217,544933,1012.82
27220,544936,1295.3999999999999
27227,544943,929.22
27229,544945,847.38
27230,544968,676.9200000000001
27232,544970,812.7
27239,545004,741.26
27248,545019,759.08
27252,545023,678.15
27256,545027,1180.5
27269,545042,845.1
27272,545045,644.75
27299,545073,626.65
27304,545078,899.96
27307,545081,683.98
27311,545085,928.08
27315,545105,720.86
27321,545150,736.7
27339,545176,764.12
27348,545188,598.96
27353,545215,1995.37
27354,545216,1520.38
27355,545217,1420.78
27364,545226,1943.4
27365,545227,2474.62
27370,545232,897.8
27380,545288,1390.06
27384,545295,762.5
27387,545301,794.06
27405,545320,2541.15
27415,545332,840.3
27416,545333,1734.52
27422,545340,1375.24
27423,545341,1642.5
27433,545398,1463.47
27434,545399,828.84
27438,545408,848.05
27439,545410,615.33
27441,545412,597.8100000000001
27443,545414,838.8000000000001
27445,545416,603.17
27461,545445,779.92
27462,545447,1193.88
27469,545464,1749.57
27471,545466,1396.0
27477,545474,1120.53
27478,545475,16726.84
27493,545530,2114.71
27498,545543,727.6
27522,545568,1799.3799999999999
27524,545571,602.61
27533,545581,733.78
27534,545582,3547.34
27561,545644,1920.48
27569,545653,935.54
27573,545657,877.31
27577,545661,829.85
27583,545667,1397.75
27590,545681,655.03
27597,545688,635.17
27601,545693,796.86
27603,545695,841.37
27609,545701,1695.21
27615,545707,673.9
27621,545713,5307.65
27623,545715,786.23
27624,545716,912.6899999999999
27625,545717,638.9399999999999
27627,545719,1656.15
27628,545721,608.45
27632,545748,1588.68
27634,545759,806.05
27638,545812,638.65
27660,545865,2597.4
27674,545895,2092.33
27676,545897,1762.22
27680,545901,1031.37
27684,545906,1120.93
27687,545909,639.64
27692,545914,3678.03
27698,545937,1570.19
27700,545978,678.76
27707,545991,896.7099999999999
27711,545995,767.84
27712,545996,983.16
27713,545998,987.7
27714,545999,1195.95
27720,546005,794.41
27722,546007,1273.26
27723,546008,1572.65
27741,546028,924.5400000000001
27753,546067,2099.7
27757,546084,617.1
27762,546090,660.34
27763,546091,1576.3600000000001
27765,546096,1711.06
27781,546116,764.58
27782,546117,704.33
27783,546118,846.45
27795,546133,984.88
27798,546136,1659.07
27820,546160,3277.24
27826,546169,660.0
27832,546212,3500.5
27833,546213,1614.6
27835,546216,853.48
27841,546236,938.39
27849,546246,789.9
27855,546252,1104.13
27868,546306,1587.23
27885,546328,1687.17
27886,546329,1687.17
27890,546365,987.42
27892,546367,1726.6000000000001
27896,546373,712.8499999999999
27907,546384,826.0699999999999
27908,546385,1588.16
27911,546388,2676.13
27912,546389,751.9
27917,546394,627.13
27927,546406,1429.9099999999999
27931,546411,1919.04
27936,546417,629.25
27957,546438,3840.88
27964,546464,734.44
27975,546520,706.6
27976,546521,679.5
27980,546525,619.6
27983,546528,2420.9500000000003
27984,546530,4400.28
27993,546541,596.05
28004,546555,696.85
28006,546558,2583.76
28011,546569,1477.56
28012,546580,870.59
28030,546648,1794.43
28034,546652,664.84
28038,546656,662.9499999999999
28042,546660,1041.45
28050,546669,983.3
28051,546670,610.88
28060,546684,1829.04
28065,546689,680.4
28071,546731,961.5600000000001
28073,546733,705.6000000000001
28074,546734,705.6000000000001
28077,546738,853.08
28078,546739,3018.34
28080,546742,704.5
28088,546755,702.8
28101,546769,859.01
28108,546778,625.85
28110,546780,3978.9900000000002
28113,546784,633.1
28118,546789,10065.0
28120,546791,665.46
28121,546827,622.5
28125,546831,606.84
28133,546850,653.57
28134,546851,771.02
28142,546862,914.9300000000001
28143,546863,676.2
28150,546875,1017.68
28156,546884,1546.93
28157,546888,1273.8899999999999
28159,546891,1464.43
28160,546892,1191.71
28161,546896,2398.2
28163,546899,946.2
28175,546917,743.71
28178,546920,845.3199999999999
28180,546922,904.26
28185,546927,1175.44
28195,546972,1750.62
28198,546976,651.1800000000001
28199,546977,895.2
28200,546979,752.4300000000001
28204,546983,795.75
28207,546986,780.35
28211,546992,4666.4400000000005
28217,546999,683.4200000000001
28223,547005,806.47
28233,547023,833.1
28239,547032,662.62
28244,547037,1224.6
28249,547042,1880.11
28253,547047,982.08
28263,547058,693.1800000000001
28268,547063,2449.79
28280,547075,986.75
28298,547094,922.1
28306,547102,1005.1
28309,547106,614.85
28316,547154,600.0
28321,547195,788.9100000000001
28333,547209,2340.05
28350,547246,596.4
28352,547248,1891.3899999999999
28353,547249,1656.3
28354,547250,1940.1299999999999
28357,547253,687.15
28382,547350,657.68
28384,547358,918.83
28388,547362,3221.88
28402,547378,905.1
28407,547383,803.66
28409,547385,1194.37
28410,547386,1504.91
28411,547387,1085.99
28418,547396,2162.2599999999998
28438,547419,1649.58
28450,547493,1542.08
28453,547497,776.23
28458,547504,877.88
28464,547510,1251.48
28472,547518,1320.0
28496,547547,1254.42
28501,547552,723.46
28511,547562,851.4000000000001
28517,547568,775.85
28528,547580,713.9499999999999
28559,547663,628.28
28562,547666,850.3100000000001
28571,547684,762.89
28588,547703,1140.76
28591,547706,2278.8
28593,547708,11343.199999999999
28609,547727,878.16
28615,547785,878.02
28618,547788,2526.98
28619,547789,750.37
28620,547790,628.15
28622,547793,654.75
28625,547796,1407.86
28626,547799,708.66
28635,547812,5513.32
28644,547821,960.0
28645,547822,1444.8
28651,547830,1513.46
28652,547832,3962.06
28654,547834,633.6
28657,547839,649.78
28673,547867,609.95
28679,547875,612.38
28688,547884,665.28
28695,547892,1136.3
28715,547918,1001.82
28718,547921,628.66
28722,547925,602.86
28737,547941,1267.5
28743,547947,2188.5
28752,547964,1460.08
28755,547967,1491.72
28759,547972,817.5
28781,548010,2527.94
28782,548011,15719.56
28804,548157,1518.0
28807,548160,1700.4
28809,548162,4225.29
28810,548163,873.05
28811,548164,638.23
28813,548166,668.51
28814,548167,767.77
28816,548169,2106.46
28818,548171,963.01
28830,548191,1385.1299999999999
28832,548194,1536.03
28839,548203,21627.72
28847,548211,1807.04
28848,548212,940.1700000000001
28867,548257,2161.32
28868,548258,662.3
28876,548289,631.06
28877,548293,1012.6
28894,548324,1622.48
28899,548329,611.94
28912,548351,850.82
28913,548353,760.18
28914,548354,600.0
28915,548358,836.79
28922,548367,1337.78
28928,548373,1959.6499999999999
28949,548400,632.8000000000001
28953,548404,1169.95
28954,548405,1015.83
28955,548406,872.56
28958,548409,1937.06
28978,548490,624.8
28981,548493,840.38
28982,548494,1182.0
28983,548496,3243.13
28984,548497,1622.41
28989,548502,1607.8
28990,548504,1062.1599999999999
